Total Return,Annualized Return,Annualized Volatility,Sharpe Ratio,Max Drawdown,Mean Days in Trade
-0.36023500178566037,-0.3450171560420091,0.28499102324295994,-1.210624643948437,0.4433356474915471,8.992481203007518
