period_start,trading_end,Long,Short,distance,return_diff_entry,return_diff_exit,trigger,return,date_entry,date_exit,exit_reason,days_in_trade
2023-01-03,2024-01-02,CMS,DTE,0.05649385221960325,-0.03342800490118658,-0.02773079581304394,0.030932039719391957,-0.0025607751856835392,2023-11-13 05:00:00+00:00,2023-11-14 05:00:00+00:00,Convergence,1
2023-01-03,2024-01-02,DTE,CMS,0.05649385221960325,0.0428288823106433,0.05520992531137803,0.030932039719391957,0.00544309031066037,2023-12-11 05:00:00+00:00,2023-12-29 05:00:00+00:00,End of Period,14
2023-01-03,2024-01-02,LNT,EXC,0.06195014480160349,-0.04500542743034952,-0.13596133733786542,0.03512114661268405,0.04829601418876672,2023-11-29 05:00:00+00:00,2023-12-29 05:00:00+00:00,End of Period,21
2023-01-03,2024-01-02,WEC,AEE,0.06450870607060476,-0.02467606046887949,-0.021391972424745553,0.023352734477163163,-0.0015849662432554368,2023-11-29 05:00:00+00:00,2023-12-06 05:00:00+00:00,Convergence,5
2023-01-03,2024-01-02,WEC,AEE,0.06450870607060476,-0.02713050483468149,-0.004762853688951241,0.023352734477163163,-0.010718817254825819,2023-12-07 05:00:00+00:00,2023-12-12 05:00:00+00:00,Convergence,8
2023-01-03,2024-01-02,WEC,AEE,0.06450870607060476,-0.06240618000389342,-0.09168910512824135,0.023352734477163163,0.015864736466249196,2023-12-14 05:00:00+00:00,2023-12-29 05:00:00+00:00,End of Period,18
2023-01-03,2024-01-02,CMS,FE,0.07194181678916398,-0.03252319396605308,-0.028585864727403543,0.03230518392928877,-0.0017180676510758497,2023-11-08 05:00:00+00:00,2023-11-09 05:00:00+00:00,Convergence,1
2023-01-03,2024-01-02,CMS,FE,0.07194181678916398,-0.04735448747526627,-0.03215692700474326,0.03230518392928877,-0.007331602587826502,2023-11-10 05:00:00+00:00,2023-11-15 05:00:00+00:00,Convergence,4
2023-01-03,2024-01-02,CMS,FE,0.07194181678916398,-0.0338377543617121,-0.027981819533960728,0.03230518392928877,-0.002752360686161026,2023-11-16 05:00:00+00:00,2023-11-17 05:00:00+00:00,Convergence,5
2023-01-03,2024-01-02,CMS,FE,0.07194181678916398,-0.04173349419017969,-0.030348349119908136,0.03230518392928877,-0.004977460098083086,2023-12-01 05:00:00+00:00,2023-12-05 05:00:00+00:00,Convergence,7
