date,pair,current_zscore,hedge_ratio,rolling_corr_30,prob_revert_t+10,actual_zdelta_t+10,actual_zscore_t+10,actual_delta,position
2019-04-03,"['ADP', 'EXPD']",2.835543725574058,1.9559196298055754,0.5963339867457303,0.7497415967808023,-0.6334256598040642,2.202118065769994,-2.668780819633909,SHORT
2019-05-20,"['PCAR', 'PWR']",2.9203946161716736,0.6160837508496616,0.510222180181228,0.652667342180636,-1.347225101043091,1.5731695151285827,-1.8169326965398227,SHORT
2019-01-31,"['ADSK', 'ROP']",1.5672109474632412,0.6868828713804107,0.7944108239086162,0.6987965745095278,-0.298997728840813,1.2682132186224282,-2.3040038797696525,SHORT
2019-02-01,"['ADSK', 'ROP']",1.0438340740627245,0.6868828713804107,0.7797357773569367,0.4487511684036719,-0.22116209914573315,0.8226719749169914,-1.7042214215649096,FLAT
2019-06-03,"['ADSK', 'ROP']",-2.9623579481482705,0.6868828713804107,0.7003258573249252,0.686214999703215,-0.9035118988320927,-3.865869846980363,-6.9622432531435265,LONG
2019-01-07,"['CRM', 'INTU']",1.7678002939402908,0.6367771257446304,0.9422395452621205,0.696301589878989,-0.34865783574295794,1.4191424581973329,-1.736523267000166,SHORT
2019-02-20,"['CRM', 'INTU']",0.44137721836195276,0.6367771257446304,0.6786032634722492,0.434519911580322,-1.6775216629974596,-1.236144444635507,-8.355055013992285,FLAT
2019-03-18,"['CRM', 'INTU']",-1.530517264426893,0.6367771257446304,0.4818192195987368,0.6504983901387333,-1.1294824560688852,-2.659999720495778,-5.625494004609436,LONG
2019-04-26,"['CRM', 'INTU']",-0.28898229183004365,0.6367771257446304,0.44946314144750477,0.761360352957808,-0.10015908786627492,-0.38914137969631857,-0.4988517929352554,FLAT
2019-05-17,"['CRM', 'INTU']",-1.551686148910593,0.6367771257446304,0.5489262877435466,0.6843777729108491,-0.9742218803361913,-2.5259080292467844,-4.852204049335256,LONG
2019-01-07,"['AMGN', 'ISRG']",1.6179115302103855,0.3409783040826874,0.7692999518046728,0.689860984221997,-0.5951374221441599,1.0227741080662256,-3.4979429090318206,SHORT
2019-01-28,"['AMGN', 'ISRG']",0.4299138733410159,0.3409783040826874,0.789838207977564,0.45419635059384633,-1.4727077636880392,-1.0427938903470233,-8.655896079445085,FLAT
2019-07-23,"['AMGN', 'ISRG']",-2.14344325507061,0.3409783040826874,0.39340880523149363,0.6510405380306448,1.8287415321039617,-0.3147017229666482,10.748498139519683,LONG
2019-07-31,"['AMGN', 'ISRG']",-0.32533460892715477,0.3409783040826874,-0.04339929260473527,0.5231319313074116,2.2665473445152755,1.9412127355881208,13.321718508589527,FLAT
2019-09-04,"['AMGN', 'ISRG']",3.0628221572211785,0.3409783040826874,0.23509454531388665,0.6995647876611106,-2.2421947548221692,0.8206274023990092,-13.178585233376111,SHORT
2019-09-11,"['AMGN', 'ISRG']",1.0860054044113663,0.3409783040826874,0.16138295901107905,0.6566853443973051,-0.39841484760535206,0.6875905568060142,-2.3416984702678576,FLAT
2019-01-09,"['HUM', 'ISRG']",-2.8737660007955412,1.1974939184696582,0.7605504520062082,0.6712883526448462,1.1905226769338009,-1.6832433238617404,15.152110680205055,LONG
2019-01-28,"['HUM', 'ISRG']",-0.3669142919293932,1.1974939184696582,0.5049619641180408,0.5416723697957241,-1.6056518062819025,-1.9725660982112956,-20.435573680388927,FLAT
2019-02-12,"['HUM', 'ISRG']",-2.1049117933936436,1.1974939184696582,0.28430255431486234,0.6885795338260499,-0.9194242654878706,-3.0243360588815142,-11.701766377620288,LONG
2019-02-15,"['HUM', 'ISRG']",-1.3525689560184742,1.1974939184696582,0.09669490106911724,0.6126792412494907,-2.4467681759314726,-3.7993371319499465,-31.14069385557667,FLAT
2019-03-04,"['HUM', 'ISRG']",-3.7993371319499465,1.1974939184696582,0.23342532716762315,0.6798868141264761,0.03205508101337884,-3.7672820509365677,0.4079738628990981,LONG
2019-04-15,"['HUM', 'ISRG']",-6.344293802635567,1.1974939184696582,0.19456051222025528,0.535661361367378,2.1795757349341223,-4.164718067701445,27.740061916894888,FLAT
2019-04-18,"['HUM', 'ISRG']",-5.796866644776438,1.1974939184696582,0.29790380142815287,0.6621320151797709,1.280693944202584,-4.516172700573854,16.299745284990422,LONG
