Total Return,Annualized Return,Annualized Volatility,Sharpe Ratio,Max Drawdown,Mean Days in Trade
1.0931858704792643,0.9128675186870294,0.1843462542875832,4.951917912381019,0.11703117451097836,10.250515463917527
