period_start,trading_end,Long,Short,distance,return_diff_entry,return_diff_exit,trigger,return,date_entry,date_exit,exit_reason,days_in_trade
2022-01-03,2023-07-03,DUK,CMS,0.053867876933027,-0.03174205652032058,-0.02472770122037904,0.02604390101942226,0.003624636493916533,2023-03-15 04:00:00+00:00,2023-03-21 04:00:00+00:00,Convergence,4
2022-01-03,2023-07-03,DUK,CMS,0.053867876933027,-0.03629231984740289,-0.0244150284910154,0.02604390101942226,0.006566995947404397,2023-03-24 04:00:00+00:00,2023-04-04 04:00:00+00:00,Convergence,7
2022-01-03,2023-07-03,DUK,CMS,0.053867876933027,-0.033777140205846434,-0.05515672849097908,0.02604390101942226,-0.011839658326018965,2023-05-22 04:00:00+00:00,2023-06-28 04:00:00+00:00,Time Limit Reached (25 days),25
2022-01-03,2023-07-03,DUK,CMS,0.053867876933027,-0.05653458586655591,-0.0534682862331175,0.02604390101942226,0.0019443888037666834,2023-06-29 04:00:00+00:00,2023-06-30 04:00:00+00:00,End of Period,1
2022-01-03,2023-07-03,EQR,AVB,0.06059053783615892,-0.020083202296956593,-0.019114909282275327,0.019573675922695707,0.00046476557594465895,2023-01-25 05:00:00+00:00,2023-01-26 05:00:00+00:00,Convergence,1
2022-01-03,2023-07-03,EQR,AVB,0.06059053783615892,-0.025160752426050426,-0.01740854140291881,0.019573675922695707,0.003646326194510552,2023-01-27 05:00:00+00:00,2023-02-01 05:00:00+00:00,Convergence,3
2022-01-03,2023-07-03,EQR,AVB,0.06059053783615892,-0.022514769875957574,-0.015329264144841481,0.019573675922695707,0.0033796909552441523,2023-02-06 05:00:00+00:00,2023-02-07 05:00:00+00:00,Convergence,1
2022-01-03,2023-07-03,EQR,AVB,0.06059053783615892,-0.026195305775444044,-0.017502362857825693,0.019573675922695707,0.0039798605861793845,2023-02-09 05:00:00+00:00,2023-02-10 05:00:00+00:00,Convergence,1
2022-01-03,2023-07-03,EQR,AVB,0.06059053783615892,-0.020534387614093763,-0.01604975404591591,0.019573675922695707,0.005501979311376193,2023-03-07 05:00:00+00:00,2023-03-22 04:00:00+00:00,Convergence,11
2022-01-03,2023-07-03,EQR,AVB,0.06059053783615892,-0.021930048223123277,-0.017736855438789334,0.019573675922695707,0.001980865421191247,2023-03-31 04:00:00+00:00,2023-04-05 04:00:00+00:00,Convergence,3
2022-01-03,2023-07-03,EQR,AVB,0.06059053783615892,-0.020341775597524592,-0.04970639876466176,0.019573675922695707,-0.01115706664169469,2023-04-06 04:00:00+00:00,2023-05-12 04:00:00+00:00,Time Limit Reached (25 days),25
