Total Return,Annualized Return,Annualized Volatility,Sharpe Ratio,Max Drawdown,Mean Days in Trade
75.89153430627289,0.706284553977413,0.22289841735801452,3.1686387115211962,0.31619228640687524,10.849825378346916
