period_start,trading_end,Long,Short,distance,return_diff_entry,return_diff_exit,trigger,return,date_entry,date_exit,exit_reason,days_in_trade
2020-01-02,2021-06-29,IEX,UNP,0.24004121418899912,-0.06823391615771368,-0.05969807878090516,0.05973732711614036,-0.003275966896900684,2021-04-29 04:00:00+00:00,2021-04-30 04:00:00+00:00,Convergence,1
2020-01-02,2021-06-29,IEX,UNP,0.24004121418899912,-0.0601242912978488,-0.04552346463063506,0.05973732711614036,-0.006592382645965067,2021-05-05 04:00:00+00:00,2021-05-06 04:00:00+00:00,Convergence,1
2020-01-02,2021-06-29,VLO,PSX,0.24021162135382906,0.05955055205098514,0.052477079263998805,0.05694772516852281,-0.0026786139903072215,2021-02-05 05:00:00+00:00,2021-02-11 05:00:00+00:00,Convergence,4
2020-01-02,2021-06-29,VLO,PSX,0.24021162135382906,0.06516672789185063,0.11516349654542535,0.05694772516852281,0.02024264464067116,2021-02-16 05:00:00+00:00,2021-03-23 04:00:00+00:00,Time Limit Reached (25 days),25
2020-01-02,2021-06-29,VLO,PSX,0.24021162135382906,0.10118264094141449,0.17104312864133941,0.05694772516852281,0.027063379289443246,2021-03-24 04:00:00+00:00,2021-04-29 04:00:00+00:00,Time Limit Reached (25 days),25
2020-01-02,2021-06-29,VLO,PSX,0.24021162135382906,0.15766812269479646,0.15197613522526732,0.05694772516852281,-0.0007670572541792486,2021-04-30 04:00:00+00:00,2021-06-07 04:00:00+00:00,Time Limit Reached (25 days),25
2020-01-02,2021-06-29,VLO,PSX,0.24021162135382906,0.1603034942383199,0.16430514731336343,0.05694772516852281,0.008524462528541887,2021-06-08 04:00:00+00:00,2021-06-28 04:00:00+00:00,End of Period,14
2020-01-02,2021-06-29,JPM,AFL,0.2412156735837508,0.07344351872487453,0.03675586631191585,0.05425528109197147,-0.01720033855119285,2021-01-07 05:00:00+00:00,2021-01-19 05:00:00+00:00,Convergence,7
2020-01-02,2021-06-29,JPM,AFL,0.2412156735837508,0.06816189828711883,0.050322801627977976,0.05425528109197147,-0.00846717157526633,2021-02-04 05:00:00+00:00,2021-02-11 05:00:00+00:00,Convergence,5
2020-01-02,2021-06-29,JPM,AFL,0.2412156735837508,0.06559039217075546,0.0515984832284655,0.05425528109197147,-0.0032401071428223016,2021-02-12 05:00:00+00:00,2021-03-15 04:00:00+00:00,Convergence,20
2020-01-02,2021-06-29,JPM,AFL,0.2412156735837508,0.06055223579787228,0.052748641231878945,0.05425528109197147,-0.002832661051327512,2021-03-16 04:00:00+00:00,2021-03-22 04:00:00+00:00,Convergence,4
2020-01-02,2021-06-29,JPM,AFL,0.2412156735837508,0.06475270267257827,0.05189779280161222,0.05425528109197147,-0.005697092386120373,2021-03-23 04:00:00+00:00,2021-03-25 04:00:00+00:00,Convergence,2
2020-01-02,2021-06-29,JPM,AFL,0.2412156735837508,0.06269365728404486,0.048340911301923084,0.05425528109197147,-0.005626952416697084,2021-03-26 04:00:00+00:00,2021-03-29 04:00:00+00:00,Convergence,1
2020-01-02,2021-06-29,JPM,AFL,0.2412156735837508,0.05479821127364892,0.04823630688311886,0.05425528109197147,-0.0027242164031837657,2021-04-01 04:00:00+00:00,2021-04-06 04:00:00+00:00,Convergence,2
2020-01-02,2021-06-29,JPM,AFL,0.2412156735837508,0.06507344891965072,0.04514516582295203,0.05425528109197147,-0.008161164476977234,2021-04-07 04:00:00+00:00,2021-04-13 04:00:00+00:00,Convergence,4
2020-01-02,2021-06-29,AVB,ES,0.2511744999512637,0.06311146908135035,0.05852475876721219,0.062202864854384886,-0.0019919134498733726,2021-05-28 04:00:00+00:00,2021-06-01 04:00:00+00:00,Convergence,1
2020-01-02,2021-06-29,AVB,ESS,0.2511744999512637,0.06311146908135035,0.05852475876721219,0.062202864854384886,-0.0019919134498733726,2021-05-28 04:00:00+00:00,2021-06-01 04:00:00+00:00,Convergence,1
2020-01-02,2021-06-29,BAC,AFL,0.25232309838524253,0.07371127402221123,0.037567307066658895,0.06121909810349301,-0.01708050728045929,2021-01-07 05:00:00+00:00,2021-01-15 05:00:00+00:00,Convergence,6
2020-01-02,2021-06-29,BAC,AFL,0.25232309838524253,0.07502024437474009,0.0507165064846935,0.06121909810349301,-0.011105908962817046,2021-02-16 05:00:00+00:00,2021-02-18 05:00:00+00:00,Convergence,2
2020-01-02,2021-06-29,BAC,AFL,0.25232309838524253,0.06476392517601681,0.05423264918792148,0.06121909810349301,-0.002488822628468279,2021-02-24 05:00:00+00:00,2021-02-26 05:00:00+00:00,Convergence,2
2020-01-02,2021-06-29,BAC,AFL,0.25232309838524253,0.07111512125979602,0.06071874219381246,0.06121909810349301,-0.004816608755511043,2021-03-01 05:00:00+00:00,2021-03-09 05:00:00+00:00,Convergence,6
2020-01-02,2021-06-29,BAC,AFL,0.25232309838524253,0.08183921883249079,0.08121863552778219,0.06121909810349301,-0.0007878415309656717,2021-03-10 05:00:00+00:00,2021-04-15 04:00:00+00:00,Time Limit Reached (25 days),25
2020-01-02,2021-06-29,BAC,AFL,0.25232309838524253,0.08067735787906205,0.12346140688180363,0.06121909810349301,0.016032584175852405,2021-04-16 04:00:00+00:00,2021-05-21 04:00:00+00:00,Time Limit Reached (25 days),25
2020-01-02,2021-06-29,BAC,AFL,0.25232309838524253,0.12236453204440778,0.1618548320814801,0.06121909810349301,0.01760782526769633,2021-05-24 04:00:00+00:00,2021-06-28 04:00:00+00:00,End of Period,24
2020-01-02,2021-06-29,TMO,DHR,0.27338900085226275,0.06099541670853337,0.04366856586668244,0.05103973941016305,-0.008190417108277392,2021-01-21 05:00:00+00:00,2021-01-22 05:00:00+00:00,Convergence,1
2020-01-02,2021-06-29,TMO,DHR,0.27338900085226275,0.05231383727016237,0.047259695123663015,0.05103973941016305,-0.001689826868266353,2021-01-25 05:00:00+00:00,2021-01-26 05:00:00+00:00,Convergence,1
2020-01-02,2021-06-29,DHR,TMO,0.27338900085226275,-0.0591871448203658,-0.13708002582727996,0.05103973941016305,0.037614733248085175,2021-04-21 04:00:00+00:00,2021-05-26 04:00:00+00:00,Time Limit Reached (25 days),25
2020-01-02,2021-06-29,DHR,TMO,0.27338900085226275,-0.12497175491749268,-0.12872894650062272,0.05103973941016305,0.00010975019953152199,2021-05-27 04:00:00+00:00,2021-06-28 04:00:00+00:00,End of Period,21
2020-01-02,2021-06-29,JPM,BAC,0.2804862454987948,-0.04868636959687778,-0.04601064212111172,0.04746528476505505,-0.0014819327489615786,2021-01-29 05:00:00+00:00,2021-02-01 05:00:00+00:00,Convergence,1
2020-01-02,2021-06-29,BAC,JPM,0.2804862454987948,0.05277709768255079,0.1129211765428142,0.04746528476505505,0.02322891347331346,2021-03-29 04:00:00+00:00,2021-05-04 04:00:00+00:00,Time Limit Reached (25 days),25
2020-01-02,2021-06-29,BAC,JPM,0.2804862454987948,0.10944864470970361,0.10203060479475701,0.04746528476505505,-0.0032336788600275668,2021-05-05 04:00:00+00:00,2021-06-10 04:00:00+00:00,Time Limit Reached (25 days),25
2020-01-02,2021-06-29,BAC,JPM,0.2804862454987948,0.10863909812006112,0.14685353262735923,0.04746528476505505,0.015726173350540273,2021-06-11 04:00:00+00:00,2021-06-28 04:00:00+00:00,End of Period,11
2020-01-02,2021-06-29,HBAN,CF,0.2912372195387802,0.06846114909929524,0.034660316837819005,0.06653851201188488,-0.015955979673764276,2021-01-27 05:00:00+00:00,2021-01-28 05:00:00+00:00,Convergence,1
2020-01-02,2021-06-29,CF,HBAN,0.2912372195387802,-0.08098542132123354,-0.15866390948050868,0.06653851201188488,0.029781426558874946,2021-04-23 04:00:00+00:00,2021-05-28 04:00:00+00:00,Time Limit Reached (25 days),25
2020-01-02,2021-06-29,CF,HBAN,0.2912372195387802,-0.1537880443081321,-0.15862934753863667,0.06653851201188488,0.012340875986804889,2021-06-01 04:00:00+00:00,2021-06-28 04:00:00+00:00,End of Period,19
2020-01-02,2021-06-29,HBAN,CFG,0.2912372195387802,0.06846114909929524,0.034660316837819005,0.06653851201188488,-0.015955979673764276,2021-01-27 05:00:00+00:00,2021-01-28 05:00:00+00:00,Convergence,1
2020-01-02,2021-06-29,CFG,HBAN,0.2912372195387802,-0.08098542132123354,-0.15866390948050868,0.06653851201188488,0.029781426558874946,2021-04-23 04:00:00+00:00,2021-05-28 04:00:00+00:00,Time Limit Reached (25 days),25
2020-01-02,2021-06-29,CFG,HBAN,0.2912372195387802,-0.1537880443081321,-0.15862934753863667,0.06653851201188488,0.012340875986804889,2021-06-01 04:00:00+00:00,2021-06-28 04:00:00+00:00,End of Period,19
2020-01-02,2021-06-29,TFC,PRU,0.29544324672140154,-0.07774288417127662,-0.06169958674181686,0.0687537990946297,-0.00476900582615325,2021-02-05 05:00:00+00:00,2021-03-04 05:00:00+00:00,Convergence,18
2020-01-02,2021-06-29,PRU,TFC,0.29544324672140154,0.07034209885753273,0.06506187172372369,0.0687537990946297,-0.002112040382851177,2021-04-19 04:00:00+00:00,2021-04-23 04:00:00+00:00,Convergence,4
2020-01-02,2021-06-29,PRU,TFC,0.29544324672140154,0.07023767500080669,0.05581018620260969,0.0687537990946297,-0.005616224566276751,2021-05-03 04:00:00+00:00,2021-05-04 04:00:00+00:00,Convergence,1
2020-01-02,2021-06-29,PRU,TFC,0.29544324672140154,0.07634279048112602,0.15149821226089344,0.0687537990946297,0.028972846488981574,2021-05-05 04:00:00+00:00,2021-06-10 04:00:00+00:00,Time Limit Reached (25 days),25
2020-01-02,2021-06-29,PRU,TFC,0.29544324672140154,0.15621174961876294,0.17194631912762204,0.0687537990946297,0.009398876512552556,2021-06-11 04:00:00+00:00,2021-06-28 04:00:00+00:00,End of Period,11
2020-01-02,2021-06-29,JNJ,PEP,0.29716694553281814,0.07399525112497884,0.06025500594756328,0.06831108604449088,-0.006958868132251217,2021-01-07 05:00:00+00:00,2021-01-08 05:00:00+00:00,Convergence,1
2020-01-02,2021-06-29,JNJ,PEP,0.29716694553281814,0.0700857101193908,0.06651816656537513,0.06831108604449088,-0.0015569640637753679,2021-01-11 05:00:00+00:00,2021-01-12 05:00:00+00:00,Convergence,1
2020-01-02,2021-06-29,JNJ,PEP,0.29716694553281814,0.0806281282684207,0.16136454670152756,0.06831108604449088,0.043948899802965125,2021-01-14 05:00:00+00:00,2021-02-22 05:00:00+00:00,Time Limit Reached (25 days),25
2020-01-02,2021-06-29,JNJ,PEP,0.29716694553281814,0.14667069580328107,0.10257789523016037,0.06831108604449088,-0.023683571960349203,2021-02-23 05:00:00+00:00,2021-03-30 04:00:00+00:00,Time Limit Reached (25 days),25
2020-01-02,2021-06-29,JNJ,PEP,0.29716694553281814,0.10572261210066458,0.06299080304857574,0.06831108604449088,-0.020408452524137144,2021-03-31 04:00:00+00:00,2021-04-13 04:00:00+00:00,Convergence,8
2020-01-02,2021-06-29,JNJ,PEP,0.29716694553281814,0.07229063507727096,0.11591520522415732,0.06831108604449088,0.02035142571679871,2021-04-14 04:00:00+00:00,2021-05-19 04:00:00+00:00,Time Limit Reached (25 days),25
2020-01-02,2021-06-29,JNJ,PEP,0.29716694553281814,0.1100703656443649,0.06517762654979453,0.06831108604449088,-0.020576614446733532,2021-05-20 04:00:00+00:00,2021-06-07 04:00:00+00:00,Convergence,11
2020-01-02,2021-06-29,JNJ,PEP,0.29716694553281814,0.08146874924760539,0.06637937166582852,0.06831108604449088,-0.00728517037657439,2021-06-09 04:00:00+00:00,2021-06-11 04:00:00+00:00,Convergence,2
2020-01-02,2021-06-29,JNJ,PEP,0.29716694553281814,0.07063468777568427,0.0646819043803255,0.06831108604449088,-0.0031733886749778506,2021-06-23 04:00:00+00:00,2021-06-28 04:00:00+00:00,End of Period,3
2020-01-02,2021-06-29,AEE,CMS,0.30209026318807874,0.05938143825838327,0.05123285305344516,0.052614424329154225,-0.0017301233239095382,2021-06-04 04:00:00+00:00,2021-06-25 04:00:00+00:00,Convergence,15
2020-01-02,2021-06-29,HSY,MDLZ,0.3104548000579678,0.07186849811225615,0.06571623790847725,0.06705651860069485,-0.002759019762461068,2021-05-18 04:00:00+00:00,2021-05-19 04:00:00+00:00,Convergence,1
2020-01-02,2021-06-29,HSY,MDLZ,0.3104548000579678,0.07549558223539465,0.07145431161331439,0.06705651860069485,-0.0017350983689443655,2021-06-25 04:00:00+00:00,2021-06-28 04:00:00+00:00,End of Period,1
2020-01-02,2021-06-29,FITB,TFC,0.314680456353587,0.061915721308219096,0.05971720330108532,0.06151435781667386,-0.001229579737834774,2021-01-07 05:00:00+00:00,2021-01-12 05:00:00+00:00,Convergence,3
2020-01-02,2021-06-29,FITB,TFC,0.314680456353587,0.0673249407177201,0.054846443383465004,0.06151435781667386,-0.003969437626198946,2021-01-14 05:00:00+00:00,2021-01-20 05:00:00+00:00,Convergence,3
2020-01-02,2021-06-29,FITB,TFC,0.314680456353587,0.07207379234379774,0.057715713498536436,0.06151435781667386,-0.006274772392721895,2021-02-08 05:00:00+00:00,2021-02-10 05:00:00+00:00,Convergence,2
2020-01-02,2021-06-29,FITB,TFC,0.314680456353587,0.06342795667198109,0.15316676294166642,0.06151435781667386,0.033549782145540386,2021-03-01 05:00:00+00:00,2021-04-06 04:00:00+00:00,Time Limit Reached (25 days),25
2020-01-02,2021-06-29,FITB,TFC,0.314680456353587,0.14930218641176185,0.24014303438132,0.06151435781667386,0.03156272492984513,2021-04-07 04:00:00+00:00,2021-05-12 04:00:00+00:00,Time Limit Reached (25 days),25
2020-01-02,2021-06-29,FITB,TFC,0.314680456353587,0.2482634241301669,0.22795495415885747,0.06151435781667386,0.013084894045426232,2021-05-13 04:00:00+00:00,2021-06-18 04:00:00+00:00,Time Limit Reached (25 days),25
2020-01-02,2021-06-29,FITB,TFC,0.314680456353587,0.22401773500041844,0.2417677208640805,0.06151435781667386,0.005345644381285375,2021-06-21 04:00:00+00:00,2021-06-28 04:00:00+00:00,End of Period,5
2020-01-02,2021-06-29,PNW,AEP,0.31980228676214717,-0.08147069062747514,-0.06678973724432513,0.07094948430093512,-0.007035665896854115,2021-06-08 04:00:00+00:00,2021-06-09 04:00:00+00:00,Convergence,1
2020-01-02,2021-06-29,PNW,AEP,0.31980228676214717,-0.07567642819605291,-0.06961843658305344,0.07094948430093512,-0.002673507390240859,2021-06-10 04:00:00+00:00,2021-06-11 04:00:00+00:00,Convergence,1
2020-01-02,2021-06-29,FITB,COF,0.3206945930460875,0.1056705690115951,0.06837119161936456,0.07152986450525275,-0.010122505416670258,2021-03-18 04:00:00+00:00,2021-03-23 04:00:00+00:00,Convergence,3
2020-01-02,2021-06-29,FITB,COF,0.3206945930460875,0.08043632276717383,0.0693246308776223,0.07152986450525275,-0.0035612756591377748,2021-03-30 04:00:00+00:00,2021-03-31 04:00:00+00:00,Convergence,1
2020-01-02,2021-06-29,COF,FITB,0.3206945930460875,-0.07253673461662191,-0.20474046965465909,0.07152986450525275,0.04955111938421464,2021-05-17 04:00:00+00:00,2021-06-22 04:00:00+00:00,Time Limit Reached (25 days),25
2020-01-02,2021-06-29,COF,FITB,0.3206945930460875,-0.22133989758935968,-0.18912599748965309,0.07152986450525275,-0.011007412931080984,2021-06-23 04:00:00+00:00,2021-06-28 04:00:00+00:00,End of Period,3
2020-01-02,2021-06-29,TFC,PNC,0.321831597593498,-0.08952633665326393,-0.06341674867010272,0.07037125503887251,-0.010671351213300095,2021-02-22 05:00:00+00:00,2021-02-23 05:00:00+00:00,Convergence,1
2020-01-02,2021-06-29,PNC,TFC,0.321831597593498,0.07503886531961013,0.05204566852908554,0.07037125503887251,-0.008075703850764837,2021-05-10 04:00:00+00:00,2021-05-11 04:00:00+00:00,Convergence,1
2020-01-02,2021-06-29,PNC,TFC,0.321831597593498,0.07627098958892242,0.13987648362409555,0.07037125503887251,0.02540155348782136,2021-06-14 04:00:00+00:00,2021-06-28 04:00:00+00:00,End of Period,10
2020-01-02,2021-06-29,BAC,LVS,0.32251303807143983,0.09427995160409419,0.14792886520634285,0.07183098477182051,0.026771240048914624,2021-01-07 05:00:00+00:00,2021-02-12 05:00:00+00:00,Time Limit Reached (25 days),25
2020-01-02,2021-06-29,BAC,LVS,0.32251303807143983,0.1531380876579569,0.06623083735550872,0.07183098477182051,-0.03927621348090393,2021-02-16 05:00:00+00:00,2021-03-02 05:00:00+00:00,Convergence,10
2020-01-02,2021-06-29,BAC,LVS,0.32251303807143983,0.0809157268513232,0.2521959689666349,0.07183098477182051,0.07345639682330307,2021-03-03 05:00:00+00:00,2021-04-08 04:00:00+00:00,Time Limit Reached (25 days),25
2020-01-02,2021-06-29,BAC,LVS,0.32251303807143983,0.27326481015103976,0.4221542677114375,0.07183098477182051,0.0645202539516685,2021-04-09 04:00:00+00:00,2021-05-14 04:00:00+00:00,Time Limit Reached (25 days),25
2020-01-02,2021-06-29,BAC,LVS,0.32251303807143983,0.45449751032349983,0.42175037659943015,0.07183098477182051,-0.000959346439950659,2021-05-17 04:00:00+00:00,2021-06-22 04:00:00+00:00,Time Limit Reached (25 days),25
2020-01-02,2021-06-29,BAC,LVS,0.32251303807143983,0.43344348297200297,0.513595594857275,0.07183098477182051,0.03638187991990938,2021-06-23 04:00:00+00:00,2021-06-28 04:00:00+00:00,End of Period,3
2020-01-02,2021-06-29,FITB,CF,0.3237968858603311,0.07782610056797656,0.11841894434791089,0.054158252724773946,0.014508823783853098,2021-03-05 05:00:00+00:00,2021-04-12 04:00:00+00:00,Time Limit Reached (25 days),25
2020-01-02,2021-06-29,FITB,CF,0.3237968858603311,0.1279538844173791,0.11621656984526862,0.054158252724773946,-0.0031869951050914613,2021-04-13 04:00:00+00:00,2021-05-18 04:00:00+00:00,Time Limit Reached (25 days),25
2020-01-02,2021-06-29,FITB,CF,0.3237968858603311,0.12444463296450903,0.07867017802858967,0.054158252724773946,-0.011513305312581323,2021-05-19 04:00:00+00:00,2021-06-24 04:00:00+00:00,Time Limit Reached (25 days),25
2020-01-02,2021-06-29,FITB,CF,0.3237968858603311,0.09010814234093911,0.09751363422176285,0.054158252724773946,0.0037414513038929176,2021-06-25 04:00:00+00:00,2021-06-28 04:00:00+00:00,End of Period,1
