Total Return,Annualized Return,Annualized Volatility,Sharpe Ratio,Max Drawdown,Mean Days in Trade
7.763017822979172,0.2782615269590383,0.3518709226128207,0.7908056877584678,4.158976458091659,10.590215439856374
