Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2003-03-05 00:00:00-05:00,1.375,1.375,1.100000023841858,1.100000023841858,3491,0.0,0.0,0.0
2003-03-06 00:00:00-05:00,1.100000023841858,1.100000023841858,1.100000023841858,1.100000023841858,2400,0.0,0.0,0.0
2003-03-07 00:00:00-05:00,1.100000023841858,1.2649999856948853,1.0449999570846558,1.0449999570846558,4691,0.0,0.0,0.0
2003-03-10 00:00:00-05:00,1.100000023841858,1.375,1.100000023841858,1.2100000381469727,8291,0.0,0.0,0.0
2003-03-11 00:00:00-05:00,1.100000023841858,1.375,1.100000023841858,1.375,9091,0.0,0.0,0.0
2003-03-12 00:00:00-05:00,1.4299999475479126,1.4850000143051147,1.1549999713897705,1.2100000381469727,12891,0.0,0.0,0.0
2003-03-13 00:00:00-05:00,1.1549999713897705,1.2100000381469727,1.1549999713897705,1.1549999713897705,12400,0.0,0.0,0.0
2003-03-14 00:00:00-05:00,1.1549999713897705,1.1549999713897705,1.1549999713897705,1.1549999713897705,0,0.0,0.0,0.0
2003-03-17 00:00:00-05:00,1.1549999713897705,1.3200000524520874,1.100000023841858,1.3200000524520874,3800,0.0,0.0,0.0
2003-03-18 00:00:00-05:00,1.2649999856948853,1.2649999856948853,1.2649999856948853,1.2649999856948853,2691,0.0,0.0,0.0
2003-03-19 00:00:00-05:00,1.2100000381469727,1.2649999856948853,1.2100000381469727,1.2649999856948853,6200,0.0,0.0,0.0
2003-03-20 00:00:00-05:00,1.100000023841858,1.100000023841858,1.100000023841858,1.100000023841858,3600,0.0,0.0,0.0
2003-03-21 00:00:00-05:00,1.100000023841858,1.100000023841858,1.100000023841858,1.100000023841858,0,0.0,0.0,0.0
2003-03-24 00:00:00-05:00,1.100000023841858,1.100000023841858,1.0449999570846558,1.0449999570846558,3091,0.0,0.0,0.0
2003-03-25 00:00:00-05:00,0.9350000023841858,0.9350000023841858,0.8799999952316284,0.9350000023841858,4491,0.0,0.0,0.0
2003-03-26 00:00:00-05:00,0.9350000023841858,0.9350000023841858,0.8799999952316284,0.8799999952316284,3800,0.0,0.0,0.0
2003-03-27 00:00:00-05:00,1.0449999570846558,1.100000023841858,0.8799999952316284,0.8799999952316284,23800,0.0,0.0,0.0
2003-03-28 00:00:00-05:00,0.9350000023841858,0.9900000095367432,0.8799999952316284,0.8799999952316284,7000,0.0,0.0,0.0
2003-03-31 00:00:00-05:00,0.9350000023841858,1.0449999570846558,0.9350000023841858,1.0449999570846558,7000,0.0,0.0,0.0
