Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1996-01-02 00:00:00-05:00,3.435474027789552,3.6938692354120346,3.429601594343906,3.6821236610412598,16343989,0,0.0,0.0
1996-01-03 00:00:00-05:00,3.7144226513966396,3.820129629166038,3.4986049901476783,3.6131207942962646,13346189,0,0.0,0.0
1996-01-04 00:00:00-05:00,3.6410147944860505,3.670377660121585,3.3503200546387233,3.64835524559021,12391389,0,0.0,0.0
1996-01-05 00:00:00-05:00,3.4942005972603067,3.7291046399285537,3.4648373708394526,3.486859083175659,11700957,0,0.0,0.0
1996-01-08 00:00:00-05:00,3.464837203978366,3.486858915254042,3.3723431159549886,3.4296011924743652,3609001,0,0.0,0.0
1996-01-09 00:00:00-05:00,3.4648381416724208,3.486859858907865,3.200570460051176,3.2123160362243652,16858175,0,0.0,0.0
1996-01-10 00:00:00-05:00,3.0977991739914477,3.3033403212358365,3.005305091747988,3.109544038772583,33374368,0,0.0,0.0
1996-01-11 00:00:00-05:00,3.171206622957137,3.269573140646977,3.0405415492459635,3.235804796218872,24952556,0,0.0,0.0
1996-01-12 00:00:00-05:00,3.2592954088865373,3.4193240516403978,3.119820809619866,3.372342824935913,16392497,0,0.0,0.0
1996-01-15 00:00:00-05:00,3.3473848007916027,3.36206676766234,3.0170509815216064,3.0170509815216064,12249098,0,0.0,0.0
1996-01-16 00:00:00-05:00,3.171207195870784,3.315085887908936,3.0170513027985844,3.3150858879089355,23018701,0,0.0,0.0
1996-01-17 00:00:00-05:00,3.2152517149607784,3.6028432615544856,3.2005697480106345,3.486859083175659,29859149,0,0.0,0.0
1996-01-18 00:00:00-05:00,3.3914294000987906,3.3958338129783576,3.257827225300047,3.303340435028076,17146798,0,0.0,0.0
1996-01-19 00:00:00-05:00,3.3180223306453125,3.350321603902195,3.188825591357579,3.2123160362243652,12793197,0,0.0,0.0
1996-01-22 00:00:00-05:00,3.494201544534167,3.6131217948024426,3.395834992349025,3.60284423828125,22524727,0,0.0,0.0
1996-01-23 00:00:00-05:00,3.596969846091439,3.648355124553608,3.4648364245056995,3.522094488143921,10839130,0,0.0,0.0
1996-01-24 00:00:00-05:00,3.5382455636258796,3.624866536006517,3.486859905274166,3.5103507041931152,9065351,0,0.0,0.0
1996-01-25 00:00:00-05:00,3.523563670224841,3.820129868502554,3.510350076088494,3.6366114616394043,18241463,0,0.0,0.0
