Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-01-19 00:00:00-05:00,59.31584394819071,60.534709913391055,59.08432492484157,60.26233673095703,1851800,0.0,0.0
2016-01-20 00:00:00-05:00,59.94909700545867,60.16699446737647,56.89852734352417,57.77692794799805,2160900,0.0,0.0
2016-01-21 00:00:00-05:00,57.94036790616304,58.59406569189303,57.552237768122254,57.68842697143555,1423700,0.0,0.0
2016-01-22 00:00:00-05:00,58.69619615136939,59.915062144044654,58.253595564409416,59.47926712036133,892800,0.0,0.0
2016-01-25 00:00:00-05:00,59.74484692378498,60.596010138658606,59.431619484122045,59.64951705932617,1140300,0.0,0.0
2016-01-26 00:00:00-05:00,59.98316252267414,61.964672681175564,59.8061243411907,61.59696960449219,1471800,0.0,0.0
2016-01-27 00:00:00-05:00,61.32462106726982,61.379096773544674,60.09213808456454,60.4257926940918,970700,0.0,0.0
2016-01-28 00:00:00-05:00,60.50749914745718,61.699127808055174,60.45983420883681,60.83434295654297,957900,0.0,0.0
2016-01-29 00:00:00-05:00,61.365463237852495,62.141723651795935,60.84114380338063,61.75359344482422,1347100,0.0,0.0
2016-02-01 00:00:00-05:00,61.55613470492189,61.828508016797635,60.78667970924124,60.936485290527344,1523100,0.0,0.0
2016-02-02 00:00:00-05:00,61.02502402855718,62.46859409106452,60.70498570108733,62.032798767089844,1503500,0.0,0.0
2016-02-03 00:00:00-05:00,62.32557916509377,62.36643334009342,59.581429582398584,60.167030334472656,1412200,0.0,0.0
2016-02-04 00:00:00-05:00,59.84698675327525,60.1125492571797,58.43064993572625,58.62812042236328,1699200,0.0,0.0
2016-02-05 00:00:00-05:00,58.335320324085345,58.37617969069231,55.49584111157786,55.63883590698242,2057800,0.0,0.0
2016-02-08 00:00:00-05:00,55.291557060086554,55.291557060086554,51.81200162975292,53.3985710144043,2019100,0.0,0.0
2016-02-09 00:00:00-05:00,52.867439670356525,54.59700363506459,52.506547363425675,53.98416519165039,1601300,0.0,0.0
2016-02-10 00:00:00-05:00,54.12717746977002,54.97834080673685,54.06589620315099,54.37912368774414,1103200,0.0,0.0
2016-02-11 00:00:00-05:00,53.86160996976134,55.516271552423696,53.64371238334478,55.073665618896484,1751100,0.0,0.0
2016-02-12 00:00:00-05:00,55.60480222273774,55.90440819143419,54.61063885110268,55.42094802856445,1352200,0.0,0.0
2016-02-16 00:00:00-05:00,55.83629460421253,56.55127362534999,55.47540231176506,56.50360870361328,1160300,0.0,0.0
2016-02-17 00:00:00-05:00,56.61936557953567,58.015269826380894,56.5172249773063,57.8314208984375,1256800,0.0,0.0
2016-02-18 00:00:00-05:00,57.647576565540284,58.00846888644192,57.19815995794314,57.57267379760742,931800,0.0,0.0
2016-02-19 00:00:00-05:00,57.54545486327388,59.438441376469115,57.28669787263436,58.696224212646484,1330800,0.0,0.0
2016-02-22 00:00:00-05:00,58.91410737781593,59.74484345856369,58.4170309984096,58.55321502685547,676600,0.0,0.0
2016-02-23 00:00:00-05:00,58.20593855152958,59.37032902561949,58.042511499136936,58.49192810058594,1129700,0.0,0.0
2016-02-24 00:00:00-05:00,58.287640715730454,59.13880370864441,55.346021620023286,55.952049255371094,1653300,0.0,0.0
2016-02-25 00:00:00-05:00,56.40147777966468,57.688436082481836,56.19719653997496,57.56586837768555,1143700,0.0,0.0
2016-02-26 00:00:00-05:00,57.64077001561013,57.71567278901307,56.57170929850814,56.59213638305664,983600,0.0,0.0
2016-02-29 00:00:00-05:00,56.632989062037126,56.98026507548714,55.911204386514065,55.93844223022461,1438600,0.0,0.0
2016-03-01 00:00:00-05:00,56.42872351008076,57.3684059147734,56.09506375895548,57.361595153808594,1201800,0.0,0.0
2016-03-02 00:00:00-05:00,57.20496767981058,58.7779153327045,56.93940522399958,58.75748825073242,1428800,0.0,0.0
2016-03-03 00:00:00-05:00,58.77792506460355,58.84601708081352,57.034744513206796,57.76333999633789,1126200,0.0,0.0
2016-03-04 00:00:00-05:00,57.76334118130352,57.879098130743905,56.96665366561909,57.18455123901367,1149900,0.0,0.0
2016-03-07 00:00:00-05:00,56.81002813403454,57.53862351392214,56.51722783024305,56.925785064697266,1223300,0.0,0.0
2016-03-08 00:00:00-05:00,56.77597399656225,57.65437482227731,56.524033077345784,56.823638916015625,1332100,0.0,0.0
2016-03-09 00:00:00-05:00,56.89174840204987,58.30807996968926,56.78960778255833,57.84504699707031,1109100,0.0,0.0
2016-03-10 00:00:00-05:00,58.23317111212325,58.55320926205845,57.286678180873736,57.988040924072266,1038800,0.0,0.0
2016-03-11 00:00:00-05:00,59.0028595780216,59.736538131225906,58.44060129641954,59.709110260009766,1033200,0.59,0.0
2016-03-14 00:00:00-04:00,59.565103097758225,59.96965232744198,59.27711313702632,59.846229553222656,798900,0.0,0.0
2016-03-15 00:00:00-04:00,59.661105742472586,61.059895621197796,59.65424746764618,60.511348724365234,950800,0.0,0.0
2016-03-16 00:00:00-04:00,60.14794481315797,61.869005778388185,59.94223839786156,61.69072723388672,1017200,0.0,0.0
2016-03-17 00:00:00-04:00,61.75241903924214,62.80836823349555,61.587857091054474,62.58209228515625,1005900,0.0,0.0
2016-03-18 00:00:00-04:00,62.65751574793603,62.87693341613949,61.224445246835614,61.44386291503906,3079700,0.0,0.0
2016-03-21 00:00:00-04:00,61.26560970006869,61.773012286244665,60.51136148141099,60.689640045166016,1156700,0.0,0.0
2016-03-22 00:00:00-04:00,60.312499532764,61.3204514297584,60.312499532764,60.77876281738281,1256800,0.0,0.0
2016-03-23 00:00:00-04:00,60.922751295928926,61.84156648823588,60.71019187568253,61.2793083190918,988900,0.0,0.0
2016-03-24 00:00:00-04:00,61.135329881339075,61.8895780511711,60.94333477746816,61.76615524291992,879700,0.0,0.0
2016-03-28 00:00:00-04:00,61.827857522985376,62.73981455288005,61.78671833500945,62.48611068725586,550900,0.0,0.0
2016-03-29 00:00:00-04:00,62.71923235195794,63.768323285119685,62.44495894747636,63.75461196899414,872000,0.0,0.0
2016-03-30 00:00:00-04:00,63.97404646573672,64.04947180258249,63.192370457818235,63.43235778808594,810300,0.0,0.0
2016-03-31 00:00:00-04:00,63.473484614284175,64.09745678276492,63.37748970087643,64.083740234375,743100,0.0,0.0
2016-04-01 00:00:00-04:00,63.939740614462,64.44714298941835,63.58318886670804,64.1180191040039,771100,0.0,0.0
2016-04-04 00:00:00-04:00,64.41288397349581,64.56373465195962,63.25408124468895,64.10432434082031,948400,0.0,0.0
2016-04-05 00:00:00-04:00,63.66546855027057,64.07002298905387,63.4117699731659,63.514617919921875,417000,0.0,0.0
2016-04-06 00:00:00-04:00,63.43919956628987,64.11116920303762,63.19921227864086,64.09745788574219,688900,0.0,0.0
2016-04-07 00:00:00-04:00,63.86433102841029,63.98775382366789,63.06894375000779,63.56262969970703,845900,0.0,0.0
2016-04-08 00:00:00-04:00,63.74090676958954,64.60486631655522,63.38435494221618,64.16603088378906,577900,0.0,0.0
2016-04-11 00:00:00-04:00,64.17286744947477,64.29629021020666,63.04835128784179,63.0483512878418,587100,0.0,0.0
2016-04-12 00:00:00-04:00,63.048398740613365,63.329530608277636,62.63699097230816,63.17182159423828,994500,0.0,0.0
2016-04-13 00:00:00-04:00,63.4049333545207,63.50778656773445,62.177563534521916,62.73296356201172,823900,0.0,0.0
2016-04-14 00:00:00-04:00,62.46554626362856,62.65068308750652,60.99133087360512,61.203895568847656,1127600,0.0,0.0
2016-04-15 00:00:00-04:00,61.22445785417246,62.033561653157655,61.1627438431381,61.84157180786133,708900,0.0,0.0
2016-04-18 00:00:00-04:00,61.80043660683169,62.30098611928868,61.224466985043954,62.095279693603516,945000,0.0,0.0
2016-04-19 00:00:00-04:00,62.12269365925487,62.45182282040731,59.89423054895748,60.374210357666016,1657200,0.0,0.0
2016-04-20 00:00:00-04:00,60.34681043538285,60.59365611271711,59.750265843269545,60.01768112182617,1309100,0.0,0.0
2016-04-21 00:00:00-04:00,59.962809607861864,60.168516028697745,58.32403221088591,58.55030822753906,1138300,0.0,0.0
2016-04-22 00:00:00-04:00,58.543450359194836,59.098855606783836,58.22118463692916,58.96857452392578,1121300,0.0,0.0
2016-04-25 00:00:00-04:00,58.78345546868685,59.46227843684535,58.70117183596081,59.27714157104492,581100,0.0,0.0
2016-04-26 00:00:00-04:00,59.400544417593,60.298790104115916,59.400544417593,59.798240661621094,927100,0.0,0.0
2016-04-27 00:00:00-04:00,59.83938645892657,60.11365994135978,58.30346228116479,58.98914337158203,642500,0.0,0.0
2016-04-28 00:00:00-04:00,58.440577859627965,59.558235698973846,58.440577859627965,59.064544677734375,602800,0.0,0.0
2016-04-29 00:00:00-04:00,58.66686968494747,59.0234267648748,57.6657759674045,58.24860382080078,881300,0.0,0.0
2016-05-02 00:00:00-04:00,58.269176337078335,59.777672513287285,58.25545978690799,59.56511306762695,706000,0.0,0.0
2016-05-03 00:00:00-04:00,59.757096108713746,61.06674400883812,59.5993871877159,60.943321228027344,1239900,0.0,0.0
2016-05-04 00:00:00-04:00,60.68276573945436,63.110076996792216,60.36049484710199,62.00613021850586,1421800,0.0,0.0
2016-05-05 00:00:00-04:00,61.84843383119289,62.47926442618267,61.52616810484465,62.211849212646484,711400,0.0,0.0
2016-05-06 00:00:00-04:00,62.34212254570678,63.51463656489044,62.10213521394372,63.37750244140625,799300,0.0,0.0
2016-05-09 00:00:00-04:00,63.473485732677894,64.06317177190445,63.075789523649654,64.00831604003906,719400,0.0,0.0
2016-05-10 00:00:00-04:00,64.11116933937508,64.48143768310547,63.88489336854031,64.48143768310547,1081600,0.0,0.0
2016-05-11 00:00:00-04:00,64.41973515470735,64.41973515470735,62.19812992782442,62.93180847167969,901800,0.0,0.0
2016-05-12 00:00:00-04:00,63.055242820579345,64.21404572805172,62.32156414238459,64.0426254272461,1006100,0.0,0.0
2016-05-13 00:00:00-04:00,64.07692305348112,64.37176625698581,63.56266201699626,63.747798919677734,468300,0.0,0.0
2016-05-16 00:00:00-04:00,63.6997594610023,64.42657957297897,63.37063031272531,64.15916442871094,579000,0.0,0.0
2016-05-17 00:00:00-04:00,63.76833751618802,63.932899503069955,62.62325142061038,63.13751220703125,1147100,0.0,0.0
2016-05-18 00:00:00-04:00,62.98667258362477,63.3706523641213,61.834728010803026,62.52726745605469,951800,0.0,0.0
2016-05-19 00:00:00-04:00,61.97872201536463,62.2324259375925,61.37532445465923,61.539886474609375,1013400,0.0,0.0
2016-05-20 00:00:00-04:00,61.841594643517986,62.431280946865094,61.251908340170885,62.417564392089844,1204500,0.0,0.0
2016-05-23 00:00:00-04:00,62.56153712167416,62.787813122190656,62.102132076745164,62.49982833862305,744000,0.0,0.0
2016-05-24 00:00:00-04:00,62.63012453907479,63.41180599780792,62.36270926292909,63.06210708618164,923200,0.0,0.0
2016-05-25 00:00:00-04:00,63.11009748203638,63.35008485275163,62.2735655915441,63.260948181152344,835900,0.0,0.0
2016-05-26 00:00:00-04:00,63.24722613479257,63.83691232666888,63.00723878492009,63.52149963378906,798800,0.0,0.0
2016-05-27 00:00:00-04:00,63.699767320631636,64.31002300529184,63.322640669962524,63.7203369140625,548000,0.0,0.0
2016-05-31 00:00:00-04:00,64.01521424014317,64.01521424014317,63.151254234075125,63.747798919677734,1435900,0.0,0.0
2016-06-01 00:00:00-04:00,63.418634657900135,64.05631820150396,63.26093095636949,63.768333435058594,773100,0.0,0.0
2016-06-02 00:00:00-04:00,63.555792945365575,64.04948425292969,63.28151941545969,64.04948425292969,447600,0.0,0.0
