Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2015-07-16 00:00:00-04:00,46.50036031023573,47.34741019312895,46.24711811188231,47.26881790161133,816385,0,0.0,0.0
2015-07-17 00:00:00-04:00,47.10289100814018,47.32120252189325,46.827819700032286,46.85838317871094,884286,0,0.0,0.0
2015-07-20 00:00:00-04:00,46.74485079039241,46.81471205960387,46.194708285611156,46.4042854309082,732045,0,0.0,0.0
2015-07-21 00:00:00-04:00,46.35190581332715,46.46542541088858,45.77556017415563,46.07246398925781,701174,0,0.0,0.0
2015-07-22 00:00:00-04:00,46.07246593491615,46.640077271372114,45.91633067809357,46.30824279785156,838960,0,0.0,0.0
2015-07-23 00:00:00-04:00,46.19472523928984,46.282048526683546,45.391337004354156,45.662044525146484,695342,0,0.0,0.0
2015-07-24 00:00:00-04:00,45.60963994694217,46.028797643437876,45.50485135561055,45.90654373168945,554369,0,0.0,0.0
2015-07-27 00:00:00-04:00,45.94147886081504,46.709846436804845,45.94147886081504,46.57021713256836,713465,0,0.0,0.0
2015-07-28 00:00:00-04:00,46.526544842977735,46.79725229654873,46.32569866690986,46.544010162353516,956991,0,0.0,0.0
2015-07-29 00:00:00-04:00,46.3780956317987,47.03303013234679,46.09865717805838,47.024295806884766,1022839,0,0.0,0.0
2015-07-30 00:00:00-04:00,46.6488092016537,47.530789706356664,46.587682235724166,47.225154876708984,740514,0,0.0,0.0
2015-07-31 00:00:00-04:00,47.57443958006967,48.46515086048921,47.57443958006967,47.853878021240234,1136808,0,0.0,0.0
2015-08-03 00:00:00-04:00,47.91501043058608,48.22064855061374,47.6443062836457,47.83641815185547,721982,0,0.0,0.0
2015-08-04 00:00:00-04:00,47.60064058249057,47.670501865250344,47.19894820012981,47.295005798339844,776231,0,0.0,0.0
2015-08-05 00:00:00-04:00,47.43909667867347,47.88008690705273,47.25134862747594,47.679237365722656,551779,0,0.0,0.0
2015-08-06 00:00:00-04:00,47.696699824043904,48.34290338715887,47.329938070426614,48.281776428222656,849116,0,0.0,0.0
2015-08-07 00:00:00-04:00,48.16825288655166,49.102625911051305,47.88008341686465,48.936710357666016,595480,0,0.0,0.0
2015-08-10 00:00:00-04:00,48.86684436297514,49.11135550317881,48.482617330039446,48.64853286743164,866895,0,0.0,0.0
2015-08-11 00:00:00-04:00,48.68346741355904,49.3384019527549,48.500086542064835,48.96290588378906,683625,0,0.0,0.0
2015-08-12 00:00:00-04:00,48.8231855152679,49.775023823382874,48.438958460413595,49.582908630371094,813545,0,0.0,0.0
2015-08-13 00:00:00-04:00,49.33839845206659,49.98460195060452,48.971636735100894,49.78375244140625,754021,0,0.0,0.0
2015-08-14 00:00:00-04:00,49.6527749312113,50.028271029418484,49.43446340114524,50.002071380615234,541439,0,0.0,0.0
2015-08-17 00:00:00-04:00,50.02826750527173,50.41249457190079,49.89727926399148,50.09812545776367,623637,0,0.0,0.0
2015-08-18 00:00:00-04:00,49.97586817073114,50.1330527171947,49.67896439754099,49.81868362426758,646373,0,0.0,0.0
2015-08-19 00:00:00-04:00,49.495592745245524,49.93221582639189,48.91051608430112,49.80122756958008,661907,0,0.0,0.0
2015-08-20 00:00:00-04:00,49.530518965048365,50.11559224253942,49.207415515431165,49.574180603027344,737055,0,0.0,0.0
2015-08-21 00:00:00-04:00,49.32094082518091,49.99334074232901,49.07643297573419,49.37333679199219,1227090,0,0.0,0.0
2015-08-24 00:00:00-04:00,49.373331078317555,49.373331078317555,46.832185277510284,47.03303146362305,1510858,0,0.0,0.0
2015-08-25 00:00:00-04:00,47.434727278258435,47.769966179933355,45.5397848644784,45.58344650268555,1106878,0,0.0,0.0
2015-08-26 00:00:00-04:00,45.260343765954666,46.814720648219904,45.12062120189829,46.692466735839844,1526574,0,0.0,0.0
2015-08-27 00:00:00-04:00,46.8059835193287,47.19021388513494,46.5178140761431,47.17274856567383,751386,0,0.0,0.0
2015-08-28 00:00:00-04:00,47.23387989415467,47.321203168381146,46.413029790449905,47.085426330566406,657393,0,0.0,0.0
2015-08-31 00:00:00-04:00,46.93697386532048,46.989369826065484,45.801754698532626,46.18598175048828,932765,0,0.0,0.0
2015-09-01 00:00:00-04:00,45.58344548823642,45.880349285074786,44.71893041382874,44.94597625732422,1037198,0,0.0,0.0
2015-09-02 00:00:00-04:00,45.35640820921346,45.37859047039076,44.54428894484069,45.111900329589844,917877,0,0.0,0.0
2015-09-03 00:00:00-04:00,45.304013402415,45.52232495055343,45.05077120709365,45.251617431640625,695281,0,0.0,0.0
2015-09-04 00:00:00-04:00,44.9372351954547,44.94596952029423,44.24737010456338,44.422019958496094,741042,0,0.0,0.0
2015-09-08 00:00:00-04:00,44.90310627132206,45.362112292677864,44.788357291416965,45.35328674316406,914963,0.545 USD,0.0,0.0
2015-09-09 00:00:00-04:00,45.441550772972846,45.573957572018315,44.73538903496816,44.82365798950195,759840,0,0.0,0.0
2015-09-10 00:00:00-04:00,44.62946117385862,45.1414271202364,44.461745462795406,44.585323333740234,664856,0,0.0,0.0
2015-09-11 00:00:00-04:00,44.40879549849468,45.512174406422695,44.285214232320776,45.50334548950195,973905,0,0.0,0.0
2015-09-14 00:00:00-04:00,45.58277498918359,46.04178087881699,45.44154266677671,45.635738372802734,808798,0,0.0,0.0
2015-09-15 00:00:00-04:00,45.74166709720919,46.20067304027171,45.40623902973186,46.024131774902344,679875,0,0.0,0.0
2015-09-16 00:00:00-04:00,45.98882790338027,46.50079729250163,45.71519211086259,46.19185256958008,1038245,0,0.0,0.0
2015-09-17 00:00:00-04:00,46.085921180869285,47.2246088184625,45.944688840587965,46.642024993896484,698895,0,0.0,0.0
2015-09-18 00:00:00-04:00,46.25364088180622,46.836224756525574,46.174197473106084,46.26246643066406,1254444,0,0.0,0.0
2015-09-21 00:00:00-04:00,46.43900684035964,46.7744349338175,46.2536400126243,46.73029708862305,629626,0,0.0,0.0
2015-09-22 00:00:00-04:00,46.43899996804548,46.730290173202064,46.19184423430725,46.297767639160156,549343,0,0.0,0.0
2015-09-23 00:00:00-04:00,46.23598261319309,46.6905741049845,46.138884747520244,46.571407318115234,443378,0,0.0,0.0
2015-09-24 00:00:00-04:00,46.377214611141206,47.18047417498078,46.280116746186216,47.02158737182617,793971,0,0.0,0.0
2015-09-25 00:00:00-04:00,47.17164501831181,48.186754770245145,46.92448926677794,47.74540328979492,731974,0,0.0,0.0
2015-09-28 00:00:00-04:00,47.718929337355114,48.11614302639885,47.51590803463976,47.70127487182617,795687,0,0.0,0.0
2015-09-29 00:00:00-04:00,47.83367062061828,48.66341353082832,47.76305613710254,48.35446548461914,1845083,0,0.0,0.0
2015-09-30 00:00:00-04:00,48.495701900730054,49.727072997237514,48.38977848291875,49.66086959838867,1473869,0,0.0,0.0
2015-10-01 00:00:00-04:00,49.79327507874456,49.796807318384204,48.40743166641713,48.89291763305664,1317456,0,0.0,0.0
2015-10-02 00:00:00-04:00,49.21951345677098,49.537287047499404,48.79581645821456,49.510807037353516,1021449,0,0.0,0.0
2015-10-05 00:00:00-04:00,49.67851945004321,49.84623516052095,49.14007012802517,49.80209732055664,871252,0,0.0,0.0
2015-10-06 00:00:00-04:00,49.66086112623683,49.749133432057604,48.8664305773149,49.16654968261719,1117451,0,0.0,0.0
2015-10-07 00:00:00-04:00,49.26366061853783,49.36075512986019,48.93705805113013,49.19304275512695,996073,0,0.0,0.0
